,ts,wspd,humidity,tempe,icon
224,2016-12-17 00:00:00,1.38888888889,86.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
225,2016-12-17 01:00:00,1.66666666667,86.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
226,2016-12-17 02:00:00,1.66666666667,85.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
227,2016-12-17 03:00:00,2.22222222222,86.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
228,2016-12-17 04:00:00,2.22222222222,86.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
229,2016-12-17 05:00:00,2.77777777778,87.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
230,2016-12-17 06:00:00,2.77777777778,86.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
231,2016-12-17 07:00:00,3.05555555556,87.0,4.0,http://icons.wxug.com/i/c/k/nt_chancerain.gif
232,2016-12-17 08:00:00,3.61111111111,88.0,5.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
233,2016-12-17 09:00:00,3.61111111111,88.0,6.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
234,2016-12-17 10:00:00,3.88888888889,86.0,7.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
235,2016-12-17 11:00:00,3.88888888889,84.0,7.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
236,2016-12-17 12:00:00,4.44444444444,80.0,8.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
